jL,cL,emL,pL,dsL
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Mean Monthly Air Temperatures (T),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Mean Monthly Air Temperatures (T),CO Diversion Records
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Mean Monthly Air Temperatures (T),HydroBase
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Mean Monthly Air Temperatures (T),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),USGS Stream Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),SCS TR21
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),CO Diversion Records
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),HydroBase
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Monthly Percentage of Annual Daylight Hours (P),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,USGS Stream Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,SCS TR21
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,CO Diversion Records
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,HydroBase
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Crop Type,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,USGS Stream Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,SCS TR21
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,CO Diversion Records
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,HydroBase
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Effective Precipitation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,USGS Stream Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,SCS TR21
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,CO Diversion Records
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,HydroBase
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Irrigated Acreage,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,USGS Stream Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,SCS TR21
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,CO Diversion Records
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,HydroBase
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Potential Consumptive Use,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,USGS Stream Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,SCS TR21
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,CO Diversion Records
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,HydroBase
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Source,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,USGS Stream Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,SCS TR21
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,CO Diversion Records
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,HydroBase
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Water Supply,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,USGS Stream Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,SCS TR21
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,CO Diversion Records
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,HydroBase
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Precipitation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,USGS Stream Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,SCS TR21
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,Weather Stations
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,CO Diversion Records
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,HydroBase
CO,Crop Consumptive Use-CO,Crop Irrigation Requirement Estimation Method,Supply Type,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Irrigation Method,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Irrigation Requirement,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Solar Radiation,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Temperature,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Wind Run,National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Climate Coefficient (kt),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Crop Growth State Coefficient (Kc),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),Remote Automated Weather Stations (RAWS)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),CO Agricultural Meteorology Network Station (COAGM)
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),"Community Collaborative Rain, Hail and Snow Network (CoCoRaHS)"
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),CO Division of Water Resources Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),CO Diversion Records
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),HydroBase
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Mean Monthly Air Temperatures (T),National Agricultural Statistics Service (NASS) Cropland Data Layer
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),USGS Stream Gages
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),National Oceanic and Atmospheric Administration Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),SCS TR21
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),Satellite and Aerial Photos
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),Snotel Network of Weather Stations
CO,Crop Consumptive Use-CO,CO Irrigated Acreage Assessment,Monthly Percentage of Annual Daylight Hours (P),Remote Automated Weather Stations (RAWS)
